company,location,perks,posted,request_date,salary,tags,title
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"c++, java, java-ee, qt",Studenten (m/w) für die Softwareentwicklung Java/C++
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"jsf, qt, rcp, user-experience, user-interface",Studenten (m/w) für die UI/UX-Entwicklung
Plutus.it,"
             - 
London, UK        ",Remote,3d ago,2018-11-15 13:43:06.574454,£70k - 90k,"docker, micro-services, node.js, postgres",Lead React Native Developer
Citrix,"
             - 
Patras, Greece        ",,3d ago,2018-11-15 13:43:06.574454,€30k - 40k,"python, docker, linux, bash, cloud, sysadmin",Senior DevOps Software Engineer - Platforms and Networking
Vodafone,"
             - 
London, UK        ",On-site and limited remote,3d ago,2018-11-15 13:43:06.574454,£50k - 90k,"java, spring, tdd, microservices",Senior Software Engineer (Java 8 / Microservices )
Stocard GmbH,"
             - 
Mannheim, Germany        ",,3d ago,2018-11-15 13:43:06.574454,€40k - 70k,"javascript, node.js, angular, twitter-bootstrap, typescript","Fullstack Web Developer at Stocard - The Mobile Wallet (full-time, m/f)"
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"c++, java, architecture, java-ee, jboss",Software-Entwickler Java/C++ (m/w)
IVU Traffic Technologies AG,"
             - 
Aachen, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"c++, java, qt, design, architecture",Software-Ingenieure und -Architekten (m/w) Java/C++
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"java, javascript, java-ee, jsf, java-8",Java- / JEE-Entwickler (m/w)
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"c++, java, java-ee, architecture, algorithm",Software-Ingenieure (m/w) Java und/oder C++ für Planungssoftware im ÖPNV
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:06.574454,,"c++, java, jee, architecture, design",Software-Ingenieure und -Architekten (m/w) Java/C++
IVU Traffic Technologies AG,"
             - 
Aachen, Deutschland        ",,3d ago,2018-11-15 13:43:06.590096,,"c++, hardware, oop, embedded, linux",Software-Ingenieure (m/w) für die Bordrechner-Entwicklung
GeoPhy,"
             - 
Delft, Netherlands        ",Visa sponsor,3d ago,2018-11-15 13:43:06.590096,Equity,"python, postgresql, geospatial",Data Fusion Developer
Societe Generale,"
             - 
Nonette, France        ",,3d ago,2018-11-15 13:43:06.590096,,4,Python Developer - DevOps Cloud Feature Team (senior) H/F
GeoPhy,"
             - 
London, UK        ",Visa sponsor,3d ago,2018-11-15 13:43:06.590096,Equity,"php, laravel, mysql, vue.js",Full Stack PHP Developer
Topcon Electronics GmbH & Co. KG,"
             - 
Geisenheim, Deutschland        ",,3d ago,2018-11-15 13:43:06.590096,,"linux, c, yocto, u-boot",Embedded Linux Software Entwickler/in
SFR,"
             - 
Les Ulis, France        ",,3d ago,2018-11-15 13:43:06.590096,€40k - 50k,cisco,Ingénieur Support Communications Unifiées
Financial Times,"
             - 
Sofia, Bulgaria        ",,3d ago,2018-11-15 13:43:07.058796,,"agile, scrum, java, node.js, go",Junior Engineer to join the FT Product and Technology department
IBM Client Innovation Center Germany GmbH,"
             - 
Ehningen, Deutschland        ",,3d ago,2018-11-15 13:43:07.058796,,"cloud, design, amazon-web-services, python, docker",Software Engineer DevOps (m/w) am Standort Ehningen bei Stuttgart
BMW Group,"
             - 
Ulm, Deutschland        ",,3d ago,2018-11-15 13:43:07.074419,,"linux, continuous-integration, ansible, puppet, windows",DevOps Engineer - Python (f/m)
Cumulocity,"
             - 
Düsseldorf, Germany        ",Paid relocation,3d ago,2018-11-15 13:43:07.074419,,"java, mongodb, docker, spring","Senior Java Developer (Spring, Docker, MongoDB)"
Westwing Home & Living,"
             - 
München, Deutschland        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.074419,,"php, mysql, lamp","Senior System Engineer (m/f) - Munich, Germany"
Babbel (Lesson Nine GmbH),"
             - 
Berlin, Germany        ",Paid relocation,3d ago,2018-11-15 13:43:07.074419,,"node.js, amazon-web-services, kubernetes, terraform, ruby-on-rails",Infrastructure Engineer AWS (f/m/d)
Acando,"
             - 
Stockholm, Sweden        ",,3d ago,2018-11-15 13:43:07.074419,,"c#, .net, sql-server, javascript, microsoft-dynamics",Dynamics 365-utvecklare med inriktning AX
IVU Traffic Technologies AG,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:07.074419,,"agile, testing, automated-tests, integration-testing, unit-testing",Software-Testingenieure / Produktspezialisten (m/w)
Swiss Life Deutschland,"
             - 
Hannover, Deutschland        ",,3d ago,2018-11-15 13:43:07.074419,,"java, spring, sql, maven, rest",Softwareentwickler (m/w) Java
Yoti,"
             - 
London, UK        ",,3d ago,2018-11-15 13:43:07.074419,£45k - 60k,"java, docker, microservices, continuous-integration, relational-database",Java Developer - Distributed systems on microservices
Swiss Life Deutschland,"
             - 
Hannover, Deutschland        ",,3d ago,2018-11-15 13:43:07.074419,,"c#, java, jenkins, vbscript",Software Testautomatisierer (m/w)
Swiss Life Deutschland,"
             - 
Hannover, Deutschland        ",,3d ago,2018-11-15 13:43:07.074419,,"android, ios, html, xml, rest",Mobile-App-Entwickler (m/w)
IDS Imaging Development Systems GmbH,"
             - 
Obersulm, Deutschland        ",Paid relocation,3d ago,2018-11-15 13:43:07.090043,,"c, vhdl, fpga, arm, c++",Firmware-/VHDL-Entwickler (w/m)
GfK,"
             - 
London, UK        ",On-site and limited remote,3d ago,2018-11-15 13:43:07.090043,£50k - 60k,"user-experience, axure, sketch-3, adobe-illustrator",UX Designer - help grow out a tech function within an established firm
Zaaksysteem.nl,"
             - 
Amsterdam, Netherlands        ",,3d ago,2018-11-15 13:43:07.090043,€35k - 57k,"python, elasticsearch, rabbitmq, docker, redis",Python Developer
Westwing Home & Living,"
             - 
München, Deutschland        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.090043,,"php, symfony2, oop, zend-framework, jira",PHP Tech Lead (m/f)
Westwing Home & Living,"
             - 
München, Deutschland        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.090043,,"cloud, linux, amazon-web-services, mysql, kubernetes",IT Operations Manager (m/f)
Westwing Home & Living,"
             - 
Warschau, Polen        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.090043,,"automation, php, behat, selenium","Senior Test Automation Engineer (m/f) - Warsaw, Poland"
Westwing Home & Living,"
             - 
Warschau, Polen        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.090043,,"php, wordpress, sass, css, javascript","(Senior) Full Stack Engineer (m/f) - Warsaw, Poland"
semedy,"
             - 
Karlsruhe, Germany        ",,3d ago,2018-11-15 13:43:07.090043,,"java, wicket, jquery, html5, solr",Senior Java Developer and Web Application Developer
mondas GmbH,"
             - 
Freiburg im Breisgau, Deutschland        ",Paid relocation,3d ago,2018-11-15 13:43:07.090043,,"javascript, angularjs, css",Senior Javascript Entwickler (m/w)
"Interfolio, Inc","
             - 
Washington, DC        ",Visa sponsor,3d ago,2018-11-15 13:43:07.090043,,"php, ruby-on-rails-4, angularjs, ruby-on-rails, amazon-web-services",Director of Engineering
Plutus.it,"
             - 
London, UK        ",Remote,3d ago,2018-11-15 13:43:07.090043,£70k - 90k,"docker, micro-services, postgres",Senior Back-End Developer
3st digital GmbH,"
             - 
Mainz, Deutschland        ",,3d ago,2018-11-15 13:43:07.105686,€40k - 60k,"javascript, node.js, react, angular, php",Full - Stack Entwickler JavaScript/React/Node.js (m/w)
Cision ImageIQ,"
             - 
Berlin, Germany        ",,3d ago,2018-11-15 13:43:07.105686,€62k - 78k,"node.js, cloud, amazon-web-services, elasticsearch, postgresql",Senior Backend Developer Node JS
Cronos Groep,"
             - 
Kontich, Belgium        ",,3d ago,2018-11-15 13:43:07.652507,,"design, web-services",Integration Architect
"Interfolio, Inc","
             - 
Washington, DC        ","Remote, Visa sponsor",3d ago,2018-11-15 13:43:07.668129,,"ruby-on-rails, reactjs, angular, amazon-web-services, javascript",Full Stack Engineer
eBay,"
             - 
Amsterdam, Netherlands        ",Paid relocation,3d ago,2018-11-15 13:43:07.668129,,java,Senior Network Engineer
Cision ImageIQ,"
             - 
Berlin, Germany        ",,3d ago,2018-11-15 13:43:07.668129,,"node.js, javascript, reactjs",Junior Fullstack JavaScript Developer
Viessmann Group,"
             - 
Berlin, Deutschland        ",,3d ago,2018-11-15 13:43:07.668129,,"scrum, agile, android",Product Owner Remote Services (m/f)
Casumo,"
             - 
Barcelona, Spain        ",Paid relocation,3d ago,2018-11-15 13:43:07.668129,,"spring, spring-mvc, javascript, html5",JavaScript Developer with a Passion for Games
European Digital Reading Lab (EDRLab),"
             - 
Paris, France        ",,3d ago,2018-11-15 13:43:07.668129,€11k - 14k,"swift, sdk, ios","Stagiaire iOS Swift, projet open-source"
HeavenHR,"
             - 
Berlin, Deutschland        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.668129,€60k - 80k,"javascript, reactjs, css, angularjs",Lead Javascript Engineer - React (m/f/x)
YOOX NET-A-PORTER GROUP,"
             - 
London, UK        ",,3d ago,2018-11-15 13:43:07.668129,£60k - 90k,"security, devops, amazon-web-services, splunk, sysadmin","Security Engineer (AppSec, DevOps principles)"
HeavenHR,"
             - 
Berlin, Deutschland        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.668129,€60k - 80k,"reactjs, javascript, html, react-native",Senior Frontend Engineer - React (m/f/x)
Hermes Gruppe,"
             - 
Hamburg, Deutschland        ",,3d ago,2018-11-15 13:43:07.668129,,"sql, business-intelligence, sap",Werkstudent (m/w/d) Business Intelligence
SUSE,"
             - 
Singapore        ",,3d ago,2018-11-15 13:43:07.668129,,"linux, open-source, suse",Mandarin Speaking 1st Line Support Engineer
Viessmann Group,"
             - 
Allendorf (Eder), Deutschland        ",,3d ago,2018-11-15 13:43:07.683753,,sap,IT Auditor (m/f)
JP Morgan Chase,"
             - 
Chicago, IL        ",,3d ago,2018-11-15 13:43:07.683753,,"java, python, sql",Java Fullstack Software Engineer
ABOUT YOU GmbH,"
             - 
Hamburg, Germany        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.683753,,"node.js, javascript, mysql",Node.js Developer for high-scalable CRM Tool
RE'FLEKT GmbH,"
             - 
Munich, Germany        ",,3d ago,2018-11-15 13:43:07.683753,,"qa, android, ios",SOFTWARE QA ENGINEER / TEST ENGINEER (M/W)
SUSE,"
             - 
Prague, Czechia        ",,3d ago,2018-11-15 13:43:07.683753,,"testing, maintenance, release, linux, python",Maintenance Release Coordination Engineer
trivago N.V,"
             - 
Palma, Spain        ",Paid relocation,3d ago,2018-11-15 13:43:07.683753,,"sql, jira, jenkins, git, java",Software Developer Engineer in Test - Marketing Solutions
Sioux,"
             - 
Eindhoven, Netherlands        ",Paid relocation,3d ago,2018-11-15 13:43:07.683753,€45k - 80k,"java, agile, c++, c#, c",Front office software architect working overseas development teams
Hermes Gruppe,"
             - 
Hamburg, Deutschland        ",Paid relocation,3d ago,2018-11-15 13:43:07.683753,,"android, itil, jira, remedy",Mobile Platform Support (m/w/d)
Sioux,"
             - 
Delft, Netherlands        ",Paid relocation,3d ago,2018-11-15 13:43:07.683753,€40k - 70k,"c#, .net, c++, c, java",Embedded Software Engineer C# - Develop for Innovative Products
MarketInvoice Ltd,"
             - 
London, UK        ",Visa sponsor,3d ago,2018-11-15 13:43:07.683753,"£45k - 80k

                         | 
Equity","c#, java, c++, tdd, python",Backend Engineer
Contiamo,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.699377,€60k - 80k,"kubernetes, openfaas, docker, go, python",Site Reliability Engineer | Data Science Platform
Contiamo,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.699377,€60k - 80k,"reactjs, typescript, d3.js, ecmascript-6, redux-observable",Senior Frontend Engineer | Data Science Platform
Contiamo,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:07.699377,€60k - 80k,"go, kubernetes, docker, git",(Senior) Software Engineer (Golang) | Data Science Platform
BloomReach,"
             - 
Amsterdam, Netherlands        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:08.589941,,"go, devops, amazon-web-services, kubernetes, google-cloud-platform",Cloud Engineer
Hays Specialist Recruitment Ltd,"
             - 
Kenilworth, UK        ",,3d ago,2018-11-15 13:43:08.589941,,"javascript, html, css, angular, jquery",Front-End Developer 
Eppendorf AG,"
             - 
Düsseldorf, Deutschland        ",,3d ago,2018-11-15 13:43:08.589941,,"scala, android, iot",Softwareentwickler/ Software Developer m/w Scala
1&1,"
             - 
Karlsruhe, Deutschland        ",Paid relocation,3d ago,2018-11-15 13:43:08.589941,,"python, java, linux","Infrastructure Engineer (f/m) - for our brands GMX, WEB.DE and mail.com"
Hays plc,"
             - 
Manchester, UK        ",On-site and limited remote,3d ago,2018-11-15 13:43:08.589941,,"c#, asp.net-mvc, oop, angular, typescript",Senior Full Stack C# Developer – new projects & want to learn Typescript?
simplesurance GmbH,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",3d ago,2018-11-15 13:43:08.605564,,"go, mongodb, grpc, microservices",Golang Software Engineer (f/m)
Electronic Arts Romania,"
             - 
București, Romania        ",,3d ago,2018-11-15 13:43:08.605564,,".net, c#, asp.net",.NET Software Engineer
Volvo Car Corporation(Prd),"
             - 
Gothenburg, Sweden        ",,3d ago,2018-11-15 13:43:08.605564,,"python, matlab",Experienced Function Developer
SUSE,"
             - 
Prague, Czechia        ",,3d ago,2018-11-15 13:43:08.605564,,"automation, python, testing, storage, linux",SUSE Enterprise Storage Automation Engineer
Degoo,"
             - 
Stockholm, Sweden        ",Remote,3d ago,2018-11-15 13:43:08.605564,,"android, user-experience, photoshop",Android Developer (UX/Frontend focused) for fast-growing Cloud Storage Startup
ROSEN Technology and Research Center GmbH,"
             - 
Lingen (Ems), Deutschland        ",,3d ago,2018-11-15 13:43:08.605564,,"tsql, git, sql-server, redgate, tdd",Database Developer (all genders welcome)
